Rollno,Exam ID,AcademicYearID,semester,subjectid,SubjectName,TheoryAggGrade,TheoryAggGradePoint,TheoryCredit,ThIsPresent,PracticalAggMarks,PracticalAggGrade,PracticalAggGradePoint,PracticalCredit,PrIsPresent,SGPA,CGPA,prsgpa,prcgpa,noofbacklog
15385,2931,88,1,1140,ANALYTICAL TECHNIQUES IN BIOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,7.18,6.73,0
15385,3156,88,2,1141,GENERAL VIROLOGY,CD,5,2,1,0,,0,0,0,NULL,NULL,5,6.45,0
15385,3156,88,2,1142,FUNDAMENTALS OF MICROBIOLOGY-II,CD,5,2,1,0,,0,0,0,NULL,5.17,3.33,5.07,3
15385,3156,88,2,1143,FOUNDATIONS OF IMMUNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.09,7.74,0
15385,3156,88,2,1144,BASIC MOLECULAR GENETICS,BC,7,2,1,0,,0,0,0,NULL,NULL,7.18,7.15,0
15385,3156,88,2,1145,CONCEPTS OF PHYSICS-I,CD,5,2,1,0,,0,0,0,4.91,4.91,0,0,2
15385,3156,88,2,1146,CONCEPTS OF PHYSICAL CHEMISTRY,BB,8,2,1,0,,0,0,0,NULL,7.82,0,0,0
15385,3156,88,2,1147,BASIC MATHEMATICS FOR BIOLOGISTS,FF,0,2,0,0,,0,0,0,NULL,2.45,0,0,6
15385,3283,103,3,1400,BASIC MATHEMATICS FOR BIOLOGISTS,BC,7,2,1,0,,0,0,0,NULL,4.82,0,0,2
15385,3283,103,3,1401,MEDICAL MICROBIOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.27,9.02,0
15385,3488,103,3,1401,FERMENTATION TECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.27,9.02,0
15385,3759,120,3,1401,BASIC MOLECULAR BIOLOGY-II,BC,7,2,1,0,,0,0,0,7.36,8.41,8.45,8.67,0
15385,3283,103,3,1402,BASIC MOLECULAR BIOLOGY-II,BC,7,2,1,0,,0,0,0,6.4,7.3,6.83,7.5,0
15385,3283,103,3,1403,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,CC,6,2,1,0,,0,0,0,NULL,NULL,5.9,6.16,0
15385,3283,103,3,1404,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,6.64,7.26,0
15385,3283,103,3,1405,CELL BIOLOGY-II,CC,6,2,1,0,,0,0,0,NULL,NULL,5.36,5.17,5
15385,3283,103,3,1406,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.75,9.28,0
15385,3283,103,3,1407,BASIC ANIMAL BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7,6.8,0
15385,3156,88,2,1468,GENERAL VIROLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,8.18,8.64,0
15385,2931,88,1,1611,CRITICAL THINKING AND LOGIC,CD,5,2,1,0,,0,0,0,6.18,6.22,6,6.23,0
15385,3605,103,4,1670,BIOPHYSICS,CD,5,2,1,0,,0,0,0,5,5.67,0,5.52,1
15385,3605,103,4,1671,ANALYTICAL TECHNIQUES IN BIOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,6.55,7.24,0
15385,3605,103,4,1672,CONCEPTS OF PHYSICS-I,BB,8,2,1,0,,0,0,0,7.27,7.27,0,0,0
15385,3605,103,4,1673,LABORATORY-I,,0,0,0,96,CC,6,6,1,NULL,NULL,0,0,1
15385,3605,103,4,1674,ELECTRICITY AND MAGNETISM LAB,,0,0,0,45,AA,10,2,1,NULL,NULL,8.55,8.55,0
15385,3605,103,4,1675,FUNDAMENTALS OF MICROBIOLOGY-I,CD,5,2,1,0,,0,0,0,5.5,5.61,5.73,5.73,1
15385,3605,103,4,1676,LABORATORY-I,,0,0,0,89,CC,6,6,1,NULL,NULL,0,0,0
15385,3605,103,4,1678,BASIC GENETICS,BB,8,2,1,0,,0,0,0,NULL,NULL,6.73,6.73,0
15385,3605,103,4,1679,CONCEPTS OF PHYSICAL CHEMISTRY,AB,9,2,1,0,,0,0,0,NULL,NULL,0,0,0
15385,3761,120,5,1943,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,FF,0,2,1,0,,0,0,0,NULL,NULL,4.33,5.57,3
15385,3761,120,5,1944,BASIC MEDICAL BIOTECHNOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,6.64,6.82,0
15385,3761,120,5,1945,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,7.5,7.72,0
15385,3761,120,5,1946,BIOCHEMISTRY PRACTICALS-II,,0,0,0,112,BB,8,6,1,NULL,NULL,6.55,6.97,0
15385,3761,120,5,1947,MICROBIOLOGY PRACTICALS-II,,0,0,0,94,BC,7,6,1,NULL,NULL,6.09,6.34,0
15385,3761,120,5,1948,BASIC ANIMAL BIOTECHNOLOGY,DD,4,2,1,0,,0,0,0,NULL,NULL,4,5.95,1
15385,3761,120,5,1951,BASIC BUSINESS BIOTECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,6.09,6.79,0
15385,3283,103,3,1967,ENVIRONMENTAL SUSTAINABILITY & CLIMATE CHANGE,CC,6,2,1,0,,0,0,0,NULL,NULL,0,5.82,0
15385,4167,120,6,2322,CONCEPTS OF ORGANIC CHEMISTRY,AB,9,2,1,0,,0,0,0,NULL,NULL,9.36,9.23,0
15385,4167,120,6,2323,HEALTH PROMOTION & FITNESS,CC,6,2,1,0,,0,0,0,NULL,NULL,6.82,6.91,0
15385,4167,120,6,2324,PRINCIPLES OF BIOANALYSIS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.86,6.8,0
15385,4167,120,6,2325,PRINCIPLES OF BIOANALYSIS,CC,6,2,1,0,,0,0,0,NULL,NULL,7.05,7.07,0
15385,4167,120,6,2326,FOUNDATIONS OF IMMUNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,7.17,7.21,0
15385,4167,120,6,2328,BASIC MOLECULAR GENETICS,BC,7,2,1,0,,0,0,0,7.5,6.82,6.67,6.57,0
15385,4167,120,6,2330,THERMAL PHYSICS LAB,,0,0,0,42,BC,7,2,1,NULL,NULL,7.6,7.48,0
15385,4167,120,6,2335,BIOTECHNOLOGY PRACTICALS-III,,0,0,0,89,CC,6,4,1,NULL,NULL,5,5.22,0
15385,3283,103,3,2787,FERMENTATION TECHNOLOGY,BB,8,2,1,0,,0,0,0,9.8,9.43,9.6,9.36,0
15385,3605,103,4,2788,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,9.15,9.22,0
15385,3605,103,4,2826,NANOMATERIALS AND APPLICATIONS,CD,5,4,1,0,,0,0,0,NULL,NULL,5.22,6.47,0
15385,3761,120,5,2827,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,8.54,8.06,0
15385,4167,120,6,2829,BASIC AGRICULTURAL MICROBIOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,8.7,8.04,0
15389,2931,88,1,1134,LABORATORY-II,,0,0,0,109,BB,8,6,1,NULL,NULL,8.09,8.09,0
15389,2931,88,1,1135,FUNDAMENTALS OF BIOCHEMISTRY-I,AA,10,2,1,0,,0,0,0,NULL,NULL,8.55,8.55,0
15389,2931,88,1,1136,"PHYSIOTHERAPY IN MEDICAL, SURGICAL, OBSTETRICS & GYNAECOLOGY CONDITIONS",BC,7,4,1,75,AB,9,2,1,8.44,7.8,8.04,7.72,0
15389,2931,88,1,1137,PROJECT,,0,0,0,75,AB,9,2,1,NULL,NULL,7.69,6.21,0
15389,2931,88,1,1138,CONCEPTS OF PHYSICS-II,AA,10,2,1,0,,0,0,0,NULL,9.7,9.45,9.59,0
15389,2931,88,1,1139,PRINCIPLES OF BIOANALYSIS,BC,7,2,1,0,,0,0,0,NULL,6.23,6.67,6.16,1
15389,2931,88,1,1140,BIOCHEMISTRY PRACTICALS-I,,0,0,0,103,CC,6,6,1,NULL,NULL,7.18,6.73,0
15389,2931,88,1,1611,BASIC MOLECULAR BIOLOGY-I,CC,6,2,1,0,,0,0,0,NULL,NULL,6,6.23,0
15393,2931,88,1,1134,FUNDAMENTALS OF BIOCHEMISTRY-I,AB,9,2,1,0,,0,0,0,NULL,NULL,8.09,8.09,0
15393,2931,88,1,1135,FUNDAMENTALS OF MICROBIOLOGY-I,BB,8,2,1,0,,0,0,0,8.64,8.59,8.55,8.55,0
15393,3155,88,1,1135,CONCEPTS OF INORGANIC CHEMISTRY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.55,8.55,0
15393,2931,88,1,1136,PHYSIOTHERAPY IN CARDIORESPIRATORY CONDITIONS,BB,8,4,1,66,BC,7,2,1,NULL,NULL,8.04,7.72,0
15393,3155,88,1,1136,CLINICAL TRAINING,,0,0,0,72,BB,8,6,1,NULL,NULL,8.04,7.72,0
15393,3155,88,1,1137,PREVENTIVE & COMMUNITY PHYSIOTHERAPY,AB,9,4,1,38,AB,9,1,1,NULL,NULL,7.69,6.21,0
15393,2931,88,1,1137,PHYSIOTHERAPY IN ORTHOPAEDIC CONDITIONS,BC,7,4,1,58,CD,5,2,1,6.88,5.77,5.89,5.61,0
15393,2931,88,1,1138,PRINCIPLES OF BIOANALYSIS,AB,9,2,1,0,,0,0,0,NULL,9.7,9.45,9.59,0
15393,3155,88,1,1138,FUNDAMENTALS OF MICROBIOLOGY-II,AA,10,2,1,0,,0,0,0,NULL,9.7,9.45,9.59,0
15393,2931,88,1,1139,VALUES AND ETHICS,BC,7,2,1,0,,0,0,0,NULL,6.23,6.67,6.16,1
15393,2931,88,1,1140,CELL BIOLOGY-II,CC,6,2,1,0,,0,0,0,NULL,NULL,7.18,6.73,0
15393,3156,88,2,1141,ANALYTICAL TECHNIQUES IN BIOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,5,6.45,0
15393,3156,88,2,1142,LABORATORY-III,,0,0,0,84,BC,7,6,1,NULL,5.17,3.33,5.07,3
15393,3282,103,2,1142,CONCEPTS OF PHYSICS-II,AB,9,2,1,0,,0,0,0,NULL,9.24,9,9.36,0
15393,3156,88,2,1143,CELL BIOLOGY-II,BB,8,2,1,0,,0,0,0,NULL,NULL,8.09,7.74,0
15393,3156,88,2,1144,FOUNDATIONS OF IMMUNOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,7.18,7.15,0
15393,3156,88,2,1145,LABORATORY-I,,0,0,0,86,BC,7,6,1,NULL,4.91,0,0,2
15393,3156,88,2,1146,LIBERAL ARTS - PAINTING,,0,0,0,83,AB,9,2,1,NULL,7.82,0,0,0
15393,3282,103,2,1146,CONCEPTS OF INORGANIC CHEMISTRY,CC,6,2,1,0,,0,0,0,NULL,NULL,7.18,7.18,0
15393,3156,88,2,1147,MOLECULAR BASIS OF LIFE,FF,0,2,0,0,,0,0,0,NULL,2.45,0,0,6
15393,3283,103,3,1400,LIBERAL ARTS - PHOTOGRAPHY,,0,0,0,71,BB,8,2,1,NULL,4.82,0,0,2
15393,3283,103,3,1401,BASIC FORENSIC BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.27,9.02,0
15393,3488,103,3,1401,CONCEPTS OF MICROBIAL ECOLOGY AND DIVERSITY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.27,9.02,0
15393,3283,103,3,1402,METABOLISM-I,BC,7,2,1,0,,0,0,0,NULL,NULL,6.83,7.5,0
15393,3283,103,3,1403,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7.5,8.52,0
15393,3283,103,3,1404,BIOTECHNOLOGY PRACTICALS-II,,0,0,0,105,CC,6,6,1,NULL,NULL,6.64,7.26,0
15393,3283,103,3,1405,PROFESSIONAL COMMUNICATION,,0,0,0,61,CD,5,2,1,NULL,NULL,5.33,4.92,11
15393,3283,103,3,1406,PLANT BIOTECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.75,9.28,0
15393,3283,103,3,1407,BIOTECHNOLOGY PRACTICALS-III,,0,0,0,111,BC,7,4,1,NULL,NULL,7,6.8,0
15393,3156,88,2,1468,BIOTECHNOLOGY PRACTICALS-I,,0,0,0,110,BB,8,6,1,NULL,NULL,8.18,8.64,0
15393,2931,88,1,1604,CONCEPTS OF PHYSICS-II,AB,9,2,1,0,,0,0,0,NULL,NULL,8.82,8.95,0
15393,3605,103,4,1670,BIOPHYSICS,FF,0,2,1,0,,0,0,0,5,5.52,0,5.77,2
15393,3605,103,4,1671,MICROBIAL GENETICS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.55,7.24,0
15393,3605,103,4,1672,BASIC GENETICS,BC,7,2,1,0,,0,0,0,NULL,NULL,7.27,7.27,0
15393,3605,103,4,1673,LIBERAL ARTS - PHOTOGRAPHY,,0,0,0,79,AB,9,2,1,NULL,NULL,0,0,1
15393,3605,103,4,1674,INTRODUCTION TO POSITIONAL ASTRONOMY,CD,5,4,1,31,BC,7,2,1,NULL,NULL,8.55,8.55,0
15393,3605,103,4,1675,ENGLISH LANGUAGE AND LITERATURE,CC,6,1,1,31,BC,7,1,1,NULL,NULL,5.73,5.73,1
15393,3605,103,4,1676,BASIC MATHEMATICS FOR BIOLOGISTS,CC,6,2,1,0,,0,0,0,NULL,NULL,0,0,0
15393,3605,103,4,1678,ENGLISH LANGUAGE AND LITERATURE,BC,7,1,1,32,BC,7,1,1,NULL,NULL,6.73,6.73,0
15393,3761,120,5,1943,BASIC FORENSIC BIOTECHNOLOGY,DD,4,2,1,0,,0,0,0,NULL,NULL,4.33,5.57,3
15393,3761,120,5,1944,BIOINFORMATICS,BC,7,2,1,0,,0,0,0,NULL,NULL,6.64,6.82,0
15393,3761,120,5,1945,FOOD AND DAIRY MICROBIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7.5,7.72,0
15393,3761,120,5,1946,BASIC MOLECULAR BIOLOGY-II,CC,6,2,1,0,,0,0,0,6.82,6.94,6.55,6.97,0
15393,3761,120,5,1947,POLLUTION CONTROL AND ENVIRONMENTAL ANALYSIS,CD,5,2,1,0,,0,0,0,NULL,NULL,6.09,6.34,0
15393,3761,120,5,1948,BIOTECHNOLOGY PRACTICALS-III,,0,0,0,110,AB,9,4,1,NULL,NULL,4,5.95,1
15393,3761,120,5,1951,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,CD,5,2,1,0,,0,0,0,NULL,NULL,6.09,6.79,0
15393,3283,103,3,1967,BIOPHYSICS,CC,6,2,1,0,,0,0,0,5.5,5.97,0,5.82,0
15393,4167,120,6,2322,LABORATORY-III,,0,0,0,123,AA,10,6,1,NULL,NULL,9.36,9.23,0
15393,4167,120,6,2323,CONCEPTS OF ORGANIC CHEMISTRY,BB,8,2,1,0,,0,0,0,NULL,NULL,6.82,6.91,0
15393,4167,120,6,2324,BASIC BIOSTATISTICS,CC,6,2,1,0,,0,0,0,NULL,NULL,6.86,6.8,0
15393,4167,120,6,2325,BIOPHYSICS,BC,7,2,1,0,,0,0,0,7.33,7.16,7.05,7.07,0
15393,4167,120,6,2326,BIOTECHNOLOGY PRACTICALS-I,,0,0,0,105,BB,8,6,1,NULL,NULL,7.17,7.21,0
15393,4167,120,6,2328,BASICS OF ENVIRONMENTAL IMPACT ASSESSMENT,AB,9,2,1,0,,0,0,0,NULL,NULL,6.67,6.57,0
15393,4167,120,6,2330,ENGINEERING DRAWING,AB,9,2,1,0,,0,0,0,NULL,NULL,7.6,7.48,0
15393,4167,120,6,2335,FERMENTATION TECHNOLOGY,DD,4,2,1,0,,0,0,0,5.3,5.23,5,5.22,0
15393,3283,103,3,2514,BASIC AGRICULTURAL MICROBIOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,6.7,6.85,0
15393,3605,103,4,2515,BIOINFORMATICS,AB,9,2,1,0,,0,0,0,NULL,NULL,8,8.11,0
15393,3605,103,4,2826,CONTRIBUTOR PERSONALITY DEVELOPMENT,,0,0,0,69,BB,8,2,1,6,6.41,5.22,6.47,0
15393,3761,120,5,2827,PRINCIPLES OF ENVIRONMENTAL BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.54,8.06,0
15393,4167,120,6,2829,BASIC FORENSIC BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.7,8.04,0
15396,2931,88,1,1134,FUNDAMENTALS OF MICROBIOLOGY-I,BB,8,2,1,0,,0,0,0,8.36,8.23,8.09,8.09,0
15396,2931,88,1,1135,LABORATORY-II,,0,0,0,112,BB,8,6,1,NULL,NULL,8.55,8.55,0
15396,2931,88,1,1136,PREVENTIVE & COMMUNITY PHYSIOTHERAPY,AA,10,4,1,41,AA,10,1,1,NULL,NULL,8.04,7.72,0
15396,2931,88,1,1137,PHYSIOTHERAPY IN NEUROLOGICAL CONDITIONS,CC,6,4,1,61,CC,6,2,1,NULL,NULL,5.89,5.61,0
15396,2931,88,1,1138,VALUES AND ETHICS,AA,10,2,1,0,,0,0,0,NULL,9.7,9.45,9.59,0
15396,2931,88,1,1139,BIOPHYSICS,CC,6,2,1,0,,0,0,0,6.36,6.23,6.67,6.16,1
15396,2931,88,1,1140,BIOMOLECULES AND NUTRITION,CC,6,2,1,0,,0,0,0,NULL,NULL,7.18,6.73,0
15396,3156,88,2,1141,MICROBIOLOGY PRACTICALS-I,,0,0,0,102,CC,6,6,1,NULL,NULL,5,6.45,0
15396,3156,88,2,1142,VALUES AND ETHICS,BC,7,2,1,0,,0,0,0,NULL,5.17,3.33,5.07,3
15396,3156,88,2,1143,BASIC  MOLECULAR GENETICS,BB,8,2,1,0,,0,0,0,NULL,NULL,8.09,7.74,0
15396,3156,88,2,1144,ANALYTICAL TECHNIQUES IN BIOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,7.18,7.15,0
15396,3156,88,2,1145,CONCEPTS OF PHYSICAL CHEMISTRY,CD,5,2,1,0,,0,0,0,NULL,4.91,0,0,2
15396,3156,88,2,1146,CONCEPTS OF PHYSICS-I,BC,7,2,1,0,,0,0,0,7.82,7.82,0,0,0
15396,3156,88,2,1147,LIBERAL ARTS - SCULPTING,,0,0,0,76,AB,9,2,1,NULL,2.45,0,0,6
15396,3283,103,3,1400,MOLECULAR BASIS OF LIFE,CC,6,2,1,0,,0,0,0,NULL,NULL,0,0,0
15396,3283,103,3,1401,PHARMACEUTICAL QUALITY CONTROL AND QUALITY ASSURANCE,AB,9,2,1,0,,0,0,0,NULL,NULL,8.27,9.02,0
15396,3283,103,3,1402,CONCEPTS OF GENETIC ENGINEERING,BC,7,2,1,0,,0,0,0,NULL,NULL,6.83,7.5,0
15396,3283,103,3,1403,FOOD AND DAIRY MICROBIOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,7.5,8.52,0
15396,3283,103,3,1404,HUMAN NUTRITION,CC,6,2,1,0,,0,0,0,NULL,NULL,6.64,7.26,0
15396,3283,103,3,1405,BASIC MOLECULAR BIOLOGY-II,FF,0,2,1,0,,0,0,0,3,4.57,5.33,4.92,11
15396,3283,103,3,1406,FERMENTATION TECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.3,9.1,0
15396,3283,103,3,1407,BASIC FORENSIC BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,7,6.8,0
15396,3156,88,2,1468,CRITICAL THINKING AND LOGIC,BB,8,2,1,0,,0,0,0,7.91,8.45,8.18,8.64,0
15396,2931,88,1,1604,BIOPHYSICS,BB,8,2,1,0,,0,0,0,8.36,8.76,8.82,8.95,0
15396,3283,103,3,1651,CRITICAL THINKING AND LOGIC,BC,7,2,1,0,,0,0,0,6.55,6.97,7.09,7.11,0
15396,3605,103,4,1671,BASIC MOLECULAR BIOLOGY-I,CC,6,2,1,0,,0,0,0,NULL,NULL,6.55,7.24,0
15396,3605,103,4,1672,ENGLISH LANGUAGE AND LITERATURE,BB,8,1,1,36,BB,8,1,1,NULL,NULL,7.27,7.27,0
15396,3605,103,4,1673,CONCEPTS OF PHYSICS-I,BC,7,2,1,0,,0,0,0,5.45,5.45,0,0,1
15396,3605,103,4,1674,ELECTRICITY AND MAGNETISM,AB,9,4,1,0,,0,0,0,NULL,NULL,8.55,8.55,0
15396,3605,103,4,1675,PLANT SCIENCES,CC,6,4,1,0,,0,0,0,NULL,NULL,5.73,5.73,1
15396,3605,103,4,1679,BASIC MATHEMATICS FOR BIOLOGISTS,BC,7,2,1,0,,0,0,0,NULL,NULL,0,0,0
15396,3605,103,4,1682,PLANT SCIENCES,BC,7,4,1,0,,0,0,0,NULL,NULL,6.8,6.45,0
15396,3605,103,4,1683,MOLECULAR BASIS OF LIFE,BB,8,2,1,0,,0,0,0,NULL,NULL,0,0,0
15396,3761,120,5,1943,MEDICAL MICROBIOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,4.33,5.57,3
15396,3761,120,5,1944,BASIC BUSINESS BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,6.64,6.82,0
15396,3761,120,5,1945,POLLUTION CONTROL AND ENVIRONMENTAL ANALYSIS,BC,7,2,1,0,,0,0,0,NULL,NULL,7.5,7.72,0
15396,3761,120,5,1946,HUMAN NUTRITION,CC,6,2,1,0,,0,0,0,NULL,NULL,6.55,6.97,0
15396,3761,120,5,1951,BASIC ANIMAL BIOTECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.09,6.79,0
15396,3761,120,5,1955,FUNDAMENTALS OF MICROBIOLOGY-II,-N.A.-,0,2,0,0,,0,0,0,NULL,NULL,9.68,9.34,10
15396,3761,120,5,1956,PRINCIPLES OF BIOANALYSIS,BB,8,2,1,0,,0,0,0,NULL,NULL,7.55,7.41,0
15396,4167,120,6,2322,BASIC MOLECULAR BIOLOGY-I,AA,10,2,1,0,,0,0,0,NULL,NULL,9.08,9.18,0
15396,4167,120,6,2326,BASIC MOLECULAR BIOLOGY-I,BB,8,2,1,0,,0,0,0,NULL,NULL,7.17,7.21,0
15396,4167,120,6,2332,GENERAL VIROLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,4,6.06,0
15396,4167,120,6,2335,BASIC BUSINESS BIOTECHNOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,5,5.22,0
15396,4167,120,6,2336,PLANT BIOCHEMISTRY,CC,6,2,1,0,,0,0,0,NULL,NULL,8.4,8.55,0
15396,4167,120,6,2337,BASIC FORENSIC BIOTECHNOLOGY,AB,9,2,1,0,,0,0,0,NULL,NULL,7.9,8.38,0
15396,4167,120,6,2338,BASIC ANIMAL BIOTECHNOLOGY,AA,10,2,1,0,,0,0,0,NULL,NULL,9,8.96,0
15396,4167,120,6,2339,THERMAL PHYSICS,FF,0,4,1,0,,0,0,0,NULL,NULL,5.57,4.98,4
15396,3283,103,3,2512,PROFESSIONAL COMMUNICATION,,0,0,0,58,CC,6,2,1,NULL,NULL,7.33,6.32,0
15396,3605,103,4,2515,CONTRIBUTOR PERSONALITY DEVELOPMENT,,0,0,0,70,BB,8,2,1,NULL,NULL,8,8.11,0
15396,3605,103,4,2826,STATISTICAL MECHANICS,BC,7,4,1,0,,0,0,0,NULL,NULL,5.22,6.47,0
15396,3761,120,5,2827,PROFESSIONAL COMMUNICATION,,0,0,0,62,BC,7,2,1,NULL,NULL,8.54,8.06,0
15396,4167,120,6,2829,CONTRIBUTOR PERSONALITY DEVELOPMENT,,0,0,0,66,BB,8,2,1,NULL,NULL,8.7,8.04,0
15399,2931,88,1,1134,CONCEPTS OF INORGANIC CHEMISTRY,AB,9,2,1,0,,0,0,0,NULL,NULL,8.09,8.09,0
15399,2931,88,1,1135,LIBERAL ARTS - POTTERY AND CERAMIC ART,,0,0,0,71,BB,8,2,1,7.55,7.55,0,0,0
15399,2931,88,1,1136,ERGONOMICS,AA,10,2,1,0,,0,0,0,NULL,NULL,8.04,7.72,0
15399,3155,88,1,1136,PROJECT,,0,0,0,78,AB,9,2,1,NULL,NULL,8.04,7.72,0
15399,2931,88,1,1137,CLINICAL TRAINING,,0,0,0,68,BC,7,6,1,NULL,NULL,5.89,5.61,0
15399,2931,88,1,1138,BASIC MOLECULAR GENETICS,AA,10,2,1,0,,0,0,0,NULL,NULL,9.91,9.7,0
15399,2931,88,1,1139,BASIC BIOSTATISTICS,CC,6,2,1,0,,0,0,0,NULL,6.23,6.67,6.16,1
15399,2931,88,1,1140,BASIC  MOLECULAR GENETICS,CC,6,2,1,0,,0,0,0,NULL,NULL,7.18,6.73,0
15399,3156,88,2,1141,BASIC MOLECULAR BIOLOGY-I,BC,7,2,1,0,,0,0,0,NULL,NULL,5,6.45,0
15399,3156,88,2,1142,CONCEPTS OF PHYSICS-II,CD,5,2,1,0,,0,0,0,NULL,5.17,3.33,5.07,3
15399,3156,88,2,1143,TOXICOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.09,7.74,0
15399,3156,88,2,1144,BASIC MOLECULAR BIOLOGY-I,BB,8,2,1,0,,0,0,0,NULL,NULL,7.18,7.15,0
15399,3156,88,2,1145,MOLECULAR BASIS OF LIFE,FF,0,2,1,0,,0,0,0,NULL,4.91,0,0,2
15399,3156,88,2,1146,BASIC MATHEMATICS FOR BIOLOGISTS,BC,7,2,1,0,,0,0,0,NULL,7.82,0,0,0
15399,3156,88,2,1147,LABORATORY-I,,0,0,0,73,CC,6,6,1,NULL,2.45,0,0,6
15399,3283,103,3,1400,CONCEPTS OF INORGANIC CHEMISTRY,CD,5,2,1,0,,0,0,0,NULL,NULL,6,6.45,0
15399,3283,103,3,1401,BASIC MOLECULAR BIOLOGY-II,BB,8,2,1,0,,0,0,0,7.9,8.38,8.58,8.49,0
15399,3283,103,3,1402,BIOCHEMISTRY PRACTICALS-II,,0,0,0,99,CC,6,6,1,NULL,NULL,6.83,7.5,0
15399,3283,103,3,1403,PROFESSIONAL COMMUNICATION,,0,0,0,75,BC,7,2,1,NULL,NULL,7.5,8.52,0
15399,3283,103,3,1404,PRINCIPLES OF BIOPROCESS ENGINEERING AND TECHNOLOGY,BC,7,2,1,0,,0,0,0,NULL,NULL,6.64,7.26,0
15399,3283,103,3,1405,BASIC MOLECULAR BIOLOGY-II,CD,5,2,1,0,,0,0,0,5.25,5.05,5.33,4.92,4
15399,3283,103,3,1406,BASIC MEDICAL BIOTECHNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.3,9.1,0
15399,3283,103,3,1407,BIOINFORMATICS,CC,6,2,1,0,,0,0,0,NULL,NULL,7,6.8,0
15399,3156,88,2,1468,FOUNDATIONS OF IMMUNOLOGY,BB,8,2,1,0,,0,0,0,NULL,NULL,8.18,8.64,0
15399,2931,88,1,1611,FOUNDATIONS OF IMMUNOLOGY,CC,6,2,1,0,,0,0,0,NULL,NULL,6,6.23,0
15399,3283,103,3,1651,BASIC MOLECULAR BIOLOGY-I,BC,7,2,1,0,,0,0,0,NULL,NULL,7.09,7.11,0
15399,3605,103,4,1670,CONCEPTS OF PHYSICS-II,CC,6,2,1,0,,0,0,0,NULL,NULL,0,5.77,2
15399,3605,103,4,1671,FUNDAMENTALS OF BIOCHEMISTRY-II,BC,7,2,1,0,,0,0,0,NULL,NULL,6.82,6.95,0
15399,3605,103,4,1672,CELL BIOLOGY-I,BB,8,2,1,0,,0,0,0,NULL,NULL,7.27,7.27,0
15399,3605,103,4,1673,ANIMAL SCIENCES,FF,0,4,1,0,,0,0,0,NULL,NULL,0,0,1
