id,sgpa1,sgpa2,sgpa3,sgpa4,cgpa,active_backlogs,total_backlogs,10th_mark,12th_mark,stress_level,studytime,part_timejob,math,dsa,networks,os,attendance,career_preference
752,5.27,8.29,7.04,8.03,7.16,0,0,70.52,94.4,low,4,yes,60,39,96,52,72.49,none
753,8.33,6.74,7.17,8.09,7.58,0,0,52.58,89.94,high,2,yes,89,46,53,34,82.84,higher study
754,6.81,6.11,7.53,7.61,7.02,0,0,82.76,86.45,medium,3,no,56,53,49,67,60.37,none
755,7.49,4.42,9.85,8.66,7.6,0,0,66.9,99.12,low,2,yes,76,70,55,78,88.44,higher study
756,6.85,4.09,5.36,5.63,5.48,0,0,43.87,79.71,high,7,yes,87,78,69,96,79.4,none
757,6.4,6.31,8.79,6.76,7.06,0,0,71.65,83.32,low,3,yes,86,92,52,39,88.03,none
758,7.89,8.19,8.62,5.27,7.49,2,2,94.06,98.85,medium,2,yes,73,85,35,69,77.91,none
759,5.06,6.6,6.4,7.14,6.3,0,0,89.46,33.48,high,1,no,93,51,40,99,78.97,job
760,6.16,9.26,6.52,8.33,7.57,0,0,72.32,75.48,high,2,yes,42,58,80,41,95.82,job
761,8.25,7.11,7.07,7.48,7.48,0,0,58.27,82.51,high,6,yes,43,34,82,100,68.44,none
762,6.95,9.85,6.87,8.67,8.09,2,2,38.84,94.5,medium,5,yes,43,74,76,60,68.7,higher study
763,6,7.51,7.84,7.04,7.1,0,0,64.47,92.22,high,9,yes,63,51,65,67,82.38,higher study
764,7.53,8.18,3.82,7.11,6.66,0,0,83.39,89.41,medium,11,no,43,34,50,61,86.41,none
765,6.14,6.34,8.71,8.67,7.46,1,2,57.14,96.37,medium,12,yes,91,72,47,64,74.19,job
766,6.83,9.86,3.76,7.39,6.96,0,0,48.78,69.01,low,4,yes,69,64,65,50,80.78,job
767,8.12,4.62,8.89,7.55,7.3,0,0,95.4,33.47,medium,7,no,77,71,93,88,69.11,job
768,5.98,7.22,7.96,5.05,6.55,0,0,88.05,33.75,high,10,yes,90,41,93,42,65.44,job
769,6.19,7.46,8.51,7,7.29,0,0,75.77,69.5,high,0,no,76,67,85,90,69.53,higher study
770,4.28,7.62,7.58,6.83,6.58,0,0,42.17,62.17,medium,2,yes,56,60,99,78,96.65,none
771,8.52,8.46,6.62,7.97,7.89,1,1,42.72,63.24,medium,1,yes,37,74,37,39,92.07,none
772,4.35,6.52,7.57,6.36,6.2,2,2,39.92,59.83,low,1,yes,45,40,96,47,65.61,none
773,6.01,8.42,7.67,8.64,7.68,0,0,74.3,94.49,low,11,yes,82,65,66,64,61.86,higher study
774,6.74,3.68,8.23,8.34,6.75,0,0,40.75,57.07,high,10,yes,57,49,34,87,63.73,job
775,8.22,8.08,5.28,6.57,7.04,0,0,89.46,90.37,medium,11,yes,46,35,97,44,71.74,job
776,6.95,5.89,6.66,8.08,6.9,0,0,99.53,93.49,high,0,yes,67,76,70,35,92.45,higher study
777,6.31,7.67,9.68,7.81,7.87,0,0,57.55,66.47,medium,4,yes,42,64,40,50,72.85,higher study
778,7.08,8.1,7.1,4.74,6.76,2,2,63.4,62.95,high,4,yes,43,80,57,69,67.43,none
779,6.81,7.24,7.09,6.55,6.92,0,0,80.68,83.99,high,2,yes,98,66,88,36,75.83,none
780,8.53,6.42,8.88,6.82,7.66,0,0,95.79,80.44,high,11,yes,87,50,36,96,64.96,higher study
781,6.94,8,7.33,7.23,7.38,0,0,92.91,55.02,medium,11,yes,76,87,56,76,78.81,higher study
782,8.37,7.57,4.02,4.25,6.05,0,0,36.87,39.88,low,8,no,92,87,69,66,87.02,higher study
783,8.68,7.92,8.27,8.1,8.24,0,0,44.34,50.75,low,11,yes,92,84,90,62,74.75,job
784,7.3,7.01,8.25,7.92,7.62,0,0,83.56,41.79,medium,5,no,100,85,81,56,66.94,none
785,8.73,8.72,6.8,7.6,7.96,0,1,79.16,52.75,low,13,no,94,40,46,92,78.13,higher study
786,3.7,7.76,7.72,8.31,6.87,0,0,41.93,50.55,high,9,yes,71,87,94,82,90.5,higher study
787,7.13,4.06,8.68,8.27,7.03,0,0,66.64,75.73,medium,13,no,41,44,57,88,63.06,job
788,8.89,5.81,7.43,9.01,7.78,0,3,85.32,96.95,medium,5,yes,98,95,76,61,62.84,higher study
789,6.27,6.26,8.84,7.85,7.3,1,6,47.67,78.95,low,9,yes,38,63,66,58,72.72,none
790,4.61,7.35,6.64,8.36,6.74,3,3,91.38,95.09,low,5,no,76,90,57,40,76.6,job
791,8.06,8.27,4.27,7,6.9,0,0,36.56,85.54,high,13,no,93,79,55,67,68.66,higher study
792,7.48,9.77,6.22,8.64,8.03,0,0,85.41,81.77,medium,1,no,59,99,85,55,61.08,none
793,7.16,8.38,8.67,7.84,8.01,4,4,74.26,60.75,low,10,yes,44,88,39,100,68.78,none
794,7.9,7.48,8.54,9.88,8.45,0,4,54.13,54.77,medium,14,no,67,91,52,83,77.41,job
795,8.11,8.68,8.98,8.47,8.56,0,0,81.31,89.7,high,9,no,35,43,62,81,63.18,none
796,4.15,6.8,8.04,9.15,7.04,0,0,85.42,93.66,high,9,no,54,37,97,90,88.64,job
797,4.36,7.23,8.81,3.8,6.05,0,0,95.57,63.28,high,7,yes,59,95,47,58,82.08,none
798,6.01,8.7,8.48,7.64,7.71,0,1,57.65,33.62,medium,5,yes,38,76,63,99,77.38,higher study
799,6.5,8.69,8.53,6.66,7.6,0,1,78.97,86.1,medium,12,no,42,75,54,49,80.75,job
800,5.59,8.06,7.71,7.63,7.25,2,6,73.38,52.11,medium,14,no,83,57,98,91,86.23,none
801,8.14,8.58,7.15,7.11,7.74,0,0,68.19,33.67,medium,13,no,43,38,37,74,99.79,job
802,8,6.27,8.8,8.09,7.79,0,0,92.66,86.94,medium,2,no,91,78,79,84,91,none
803,8.9,4.56,7.3,7.43,7.05,1,1,33.22,67.67,high,9,no,43,92,41,54,81.61,job
804,8.28,8.59,9.95,8.51,8.83,0,0,51.91,78.91,high,8,no,69,98,51,89,90.82,higher study
805,8.85,5.96,7.62,4.52,6.74,2,2,69.07,94.29,high,1,no,89,96,93,80,79.01,job
806,8.11,6.96,4.69,3.57,5.83,4,4,44.95,69.26,low,6,yes,95,100,78,76,72.44,job
807,5.84,6.53,7.34,8.03,6.94,0,5,93.83,66.72,high,2,no,70,82,64,64,70.48,higher study
808,3.96,9.17,7.69,8.05,7.22,3,3,76.39,52.48,medium,14,no,74,65,61,48,75.98,none
809,6.89,6.72,7.41,6.65,6.92,0,0,65.02,53.45,high,11,yes,81,83,97,81,60.09,higher study
810,6.32,4.89,6.14,8.95,6.58,0,0,87.59,86.37,low,14,no,55,91,70,95,67.08,job
811,9.42,7.25,8.65,8.53,8.46,0,0,63.21,63.09,low,5,yes,94,85,100,36,65.06,higher study
812,4.43,5.83,7.33,8.37,6.49,0,3,70.43,43.96,low,4,no,81,56,68,71,98.41,higher study
813,8.35,6.75,4.62,6.99,6.68,2,2,33.19,39.34,low,12,yes,97,63,69,91,62.59,job
814,5.82,6.96,7.77,7.61,7.04,0,0,57.51,64.69,low,5,no,70,63,90,100,80.04,job
815,3.65,6.4,6.42,6.41,5.72,0,0,42.31,64.16,medium,7,no,74,70,37,78,96.79,higher study
816,7.93,3.51,6.01,7.62,6.27,0,0,79.21,76.79,high,13,yes,38,81,82,77,84.3,job
817,6.14,5.37,6.74,6.44,6.17,0,0,65.1,64.57,medium,2,yes,85,65,72,41,79.81,none
818,7.08,5.76,8.11,9.86,7.7,0,0,53.22,42.62,medium,1,yes,50,68,51,99,89.72,none
819,8.87,3.85,6.3,7.66,6.67,0,0,64.35,67.03,low,7,no,95,65,93,94,74.14,none
820,7.5,6.89,8.73,7.95,7.77,1,1,47.05,93.76,high,0,no,85,92,43,50,67.75,none
821,3.73,7.72,6.65,7.17,6.32,0,3,94.98,43.69,high,1,no,53,68,56,69,93.89,higher study
822,7.3,7.33,9.51,7.5,7.91,0,0,36.63,79.22,high,9,no,49,49,92,54,62.26,higher study
823,7.37,7.04,6.61,8.63,7.41,0,0,90.98,72.79,low,0,no,40,85,40,79,92.31,higher study
824,6.63,8.24,6.54,6.33,6.94,0,1,67.27,83.16,medium,4,yes,99,99,46,79,64.13,job
825,7.11,8.68,5.27,4.03,6.27,0,0,74.47,43.1,high,7,no,45,39,36,49,85.02,higher study
826,3.91,8.27,6.04,8.38,6.65,0,0,53.28,96.09,medium,1,yes,76,47,73,55,79.08,higher study
827,7.11,7,8.32,6.51,7.24,0,0,97.77,74.61,high,3,yes,73,62,44,39,99.94,job
828,6.16,8.23,8.63,6.11,7.28,0,0,51.89,89.76,high,3,no,34,59,84,89,75.52,job
829,8.3,6.46,7.84,6.56,7.29,0,1,72.46,49.53,high,10,no,91,51,56,78,98.29,job
830,7.25,6.39,6.56,8.3,7.12,0,0,99.56,82.54,high,10,yes,36,37,65,91,76.15,none
831,8.47,7.04,6.86,7.22,7.4,0,1,92.03,85.33,low,6,no,41,90,74,61,87.27,higher study
832,8.55,8.42,7.43,8.62,8.25,0,0,68.94,59.63,low,0,yes,94,86,75,50,85.75,higher study
833,6.64,6.74,8.86,7.57,7.45,0,0,99.36,58.73,medium,8,no,38,58,71,69,63.46,higher study
834,7.97,6.19,6.74,6.07,6.74,1,2,79.99,77.08,low,2,yes,59,80,100,45,89.73,job
835,7.42,6.4,5.06,8.15,6.76,0,0,46.99,39.27,high,5,no,50,85,75,83,68.35,higher study
836,8.64,8.58,8.19,6.33,7.93,0,2,60.18,82.29,medium,9,no,99,67,76,92,75.54,none
837,4.99,7.9,7.32,4.58,6.2,0,0,55.42,35.88,medium,13,no,84,49,66,45,91.29,higher study
838,6.65,6.76,6.89,8.37,7.17,0,0,56.06,45.78,medium,4,yes,80,69,70,95,97.77,higher study
839,8.03,7.67,5.11,6.5,6.83,0,3,83.95,77.5,high,3,no,73,61,90,73,82.39,job
840,7.82,7.58,7.37,7.04,7.45,1,1,72.15,39.6,high,8,yes,60,98,97,35,80.78,none
841,6.89,9.82,6.21,4.55,6.87,2,5,35.56,98.11,medium,10,no,73,86,97,58,80.2,higher study
842,6.41,9.77,5.29,8.28,7.44,1,4,91.79,91.18,low,11,no,34,75,93,64,92.66,job
843,7.95,7.97,8.4,8.86,8.3,1,2,52.89,74.97,high,13,yes,79,52,85,80,99.72,none
844,9.16,6.7,4.23,7.11,6.8,0,0,99.8,87.88,high,8,yes,44,77,60,93,85.34,none
845,8.22,8.59,6.73,8.49,8.01,0,0,96.93,92.47,low,0,yes,72,63,92,74,75.14,job
846,6.95,6.93,8.18,6.57,7.16,0,1,96.02,50.39,medium,6,no,51,77,52,83,68.75,job
847,7.93,3.74,4.31,3.61,4.9,1,1,87.35,89.91,low,9,no,80,60,36,56,67.95,job
848,9.17,8.08,6.21,4.97,7.11,0,0,47.79,46.06,high,8,no,54,67,72,45,94.25,job
849,7.19,6.05,8.87,8.42,7.63,0,5,68.69,60.7,medium,4,no,61,57,99,55,99.69,job
850,8.14,7.12,6.58,7.97,7.45,0,0,48.04,70.41,medium,0,no,34,89,89,89,87.92,job
851,6.6,9.6,4.59,6.58,6.84,2,6,50.41,80.83,low,7,no,47,40,39,49,98.23,higher study
852,8.67,7.06,8.65,6.91,7.82,0,0,73.94,35.03,high,4,no,53,84,61,91,74,job
853,6.86,7.63,8.43,4.87,6.95,0,0,35.75,52.47,high,5,yes,78,41,81,84,85.1,job
854,3.88,6.22,8.9,6.4,6.35,3,3,97.95,73.77,medium,6,no,94,89,81,39,80.47,none
855,7.1,8.37,7.43,7.15,7.51,0,0,94.55,56.95,high,9,yes,60,91,100,35,79.28,none
856,6.17,6.65,8.18,6.61,6.9,5,5,58.52,84.93,medium,6,no,89,41,87,95,85.29,none
857,6.33,8.03,7.11,3.7,6.29,0,0,67.54,76.66,medium,12,yes,85,99,49,75,72.41,job
858,7.55,4.56,6.55,7.93,6.65,0,4,64.24,48.71,medium,13,yes,70,57,68,76,85.62,job
859,6.8,5.83,7.33,8.98,7.24,1,1,92.11,42.79,high,11,yes,64,75,63,85,86.91,higher study
860,8.51,4.86,6.5,6.04,6.48,0,0,79.14,75.15,low,6,no,82,87,81,91,93.44,higher study
861,6.04,8.41,8.95,7.62,7.76,0,0,51.64,63.19,medium,14,yes,86,49,41,53,89.22,higher study
862,7.14,4.82,4.27,9.33,6.39,0,0,62.94,44.33,low,0,yes,72,37,84,89,72.79,higher study
863,7.01,7.69,5.96,7.72,7.1,0,0,61.75,54.87,low,6,yes,43,92,43,100,78.03,job
864,6.06,8.22,6.29,8.74,7.33,0,0,97.28,53.31,low,10,yes,42,79,61,92,64.82,none
865,6.37,7.99,7.77,7.52,7.41,0,0,44.75,40.25,low,2,no,46,46,69,81,70.29,job
866,7.24,7.07,7.88,7.63,7.46,0,0,39.01,69.65,low,4,no,51,70,93,68,80.84,job
867,7.48,8.43,7.61,7.41,7.73,1,1,92,84.17,medium,9,no,45,87,43,41,64.03,job
868,7.21,6.88,7.99,6.81,7.22,0,0,93.08,71.56,high,4,no,38,82,47,65,82.82,job
869,5.92,7.71,6.35,6.17,6.54,0,0,91.41,88.36,low,7,yes,40,91,96,78,75.61,none
870,4.62,3.85,7.67,7.23,5.84,0,0,67.24,41.56,high,6,no,48,52,80,100,61.39,none
871,7.59,8.24,5.54,6.16,6.88,0,0,77.21,62.19,high,6,yes,100,51,89,60,77.38,higher study
872,7.79,7.14,6.86,5.86,6.91,2,2,70.75,73.83,medium,5,no,51,93,39,36,71.25,job
873,6.03,6.91,8.82,7.65,7.35,0,0,37.66,78.3,low,6,yes,71,50,52,90,62.68,higher study
874,7.39,7.38,8.29,6.92,7.49,1,1,72.92,79.62,high,13,yes,59,44,85,98,71.73,none
875,8.89,8.45,3.91,9.37,7.65,0,1,33.92,81.84,high,6,yes,71,48,95,53,71.76,none
876,7.56,8.79,8.92,7.6,8.22,0,2,54.78,76.65,low,14,yes,92,50,82,74,74.2,higher study
877,8.03,7.64,6.11,6.4,7.04,0,0,95.46,39.32,medium,4,no,85,38,44,34,74.66,none
878,6.94,7.98,6.86,8.8,7.64,0,5,53.38,79.59,medium,4,no,66,94,79,37,77.19,none
879,8.32,8.71,6.59,8.68,8.07,0,0,95.97,81.56,low,3,yes,54,37,78,43,63.68,job
880,8.32,3.5,6.03,6.57,6.1,0,0,49.77,99.56,high,13,yes,50,89,91,62,60.21,job
881,7.56,6.3,6.73,7.03,6.9,0,0,54.08,79.46,medium,3,no,95,81,65,48,89.44,none
882,8.93,6.7,8.04,3.75,6.86,1,1,75.11,79.02,medium,4,no,92,81,43,52,73.49,none
883,6.38,5.53,6.69,7.84,6.61,0,0,84.03,67.5,high,9,no,35,68,46,91,84.54,higher study
884,6.05,8.13,7.53,6.29,7,0,0,66.6,91.15,high,8,yes,97,66,46,86,72.28,higher study
885,8.31,8.47,3.51,7.06,6.84,0,0,92.1,99.79,high,13,yes,58,54,69,79,99.37,none
886,8.42,3.72,8.66,6.75,6.89,0,0,35.71,85.2,high,10,yes,74,38,52,51,72.62,job
887,6.36,8.57,8.08,8.75,7.94,4,4,94.79,74.04,low,11,yes,52,97,40,36,84.2,job
888,6.8,7.25,7.18,8.56,7.45,0,0,46.16,38.3,high,5,no,71,54,48,55,68.8,higher study
889,6.05,6.27,7.12,9.04,7.12,0,3,92.25,81.69,medium,7,yes,58,65,79,88,80.71,job
890,6.88,7.31,7.37,7.74,7.32,0,0,59.86,80.48,high,8,no,72,51,81,97,83.17,job
891,8.32,6.69,6.53,7.56,7.28,0,0,88.8,84.97,high,11,yes,37,91,99,74,67.31,higher study
892,4.75,6.87,3.61,8.79,6,0,0,78,41.35,low,13,no,36,57,37,41,64.95,higher study
893,4.12,8.32,9.91,8.8,7.79,0,0,44.8,76.8,low,3,yes,67,38,36,98,98.94,job
894,7.55,6.23,7.9,9.33,7.75,1,1,94.51,52.82,high,11,no,43,86,36,36,95.73,higher study
895,7.04,8.48,7.09,8.91,7.88,0,0,49.46,83.94,low,12,no,60,88,61,62,86.4,none
896,7.12,7.28,8.56,6.38,7.34,0,0,49.36,49.11,low,6,yes,34,38,56,51,94.44,higher study
897,6,7.79,8.27,6.48,7.14,0,0,87.55,78.83,low,4,no,77,74,63,91,63.82,none
898,4.68,6.27,7.83,5.64,6.1,0,0,40.1,52.77,low,3,no,85,40,95,34,89.18,none
899,6.9,7.01,7.09,3.5,6.12,3,3,47.88,33.61,high,11,no,58,34,84,55,71.42,none
900,7.94,5.08,4.11,8.03,6.29,1,1,66.75,75.44,low,6,yes,98,85,74,56,81.58,higher study
901,8.92,6.27,6.63,5.71,6.88,0,0,88.64,40.6,low,2,yes,44,59,97,41,90.59,higher study
902,8.54,8.88,3.79,7.62,7.21,0,0,42.89,77.18,medium,0,yes,48,96,76,62,61.34,higher study
903,6.07,8.42,8.33,6.06,7.22,0,2,69.7,95.02,high,6,yes,90,45,91,77,87.79,none
904,8.7,7.38,7.46,3.55,6.77,0,0,80.66,97.94,low,8,no,97,52,92,95,77.39,higher study
905,8.35,5.79,6.67,5.39,6.55,0,0,90.66,48.81,medium,1,no,44,37,73,52,77.59,job
906,5.15,6.67,6.59,6.19,6.15,4,4,95.68,87.22,low,6,yes,53,38,79,92,96.29,job
907,5.38,9.34,6.5,8.66,7.47,0,0,85.57,56.69,high,9,no,63,87,95,52,94.39,higher study
908,8.34,8.8,8.33,4.4,7.47,0,0,76.74,93.33,medium,1,yes,43,90,82,55,62.3,none
909,7.37,7.03,6.69,8.61,7.42,2,2,62.06,85.76,medium,12,yes,87,85,56,38,84.73,higher study
910,7.19,6.48,9.97,5.35,7.25,0,0,40.52,37.96,high,12,no,91,51,77,38,77.43,job
911,6.91,4.02,7.58,7.07,6.4,3,3,80.56,60.28,medium,2,yes,62,97,77,58,64.71,none
912,6.2,7.69,7.35,9.89,7.78,0,0,99.51,55.61,medium,12,no,34,43,52,57,94.04,higher study
913,6.68,8.83,4.83,9.03,7.34,3,8,82.37,85.61,low,9,yes,91,56,77,34,62.86,higher study
914,6.74,6.01,7.74,8.67,7.29,0,0,34.13,60.5,medium,13,yes,54,85,44,61,61.28,none
915,7.45,6.71,8.63,4.5,6.82,0,0,66.25,78.87,high,11,yes,48,80,93,80,67.9,none
916,8.24,5.16,8.6,7.78,7.44,0,0,74.19,73.37,low,9,no,100,59,71,93,72.14,job
917,7.42,8.82,7.35,8.42,8,0,0,79.21,98.37,medium,2,yes,66,76,36,52,62.44,higher study
918,5.38,6.51,5.64,7.28,6.2,0,0,81.22,95.83,low,11,no,71,96,49,47,85.65,job
919,6.17,6.34,6.05,6.34,6.22,3,3,70.4,61.66,high,12,yes,52,99,42,41,77.49,job
920,8.87,7.71,7.28,7.3,7.79,1,6,47.97,81.48,medium,3,yes,37,96,74,70,76.49,none
921,4.94,9.26,7.82,3.68,6.42,0,0,96.13,88.58,high,5,no,91,46,71,43,65.81,higher study
922,8.83,8.59,7.67,7.37,8.12,0,0,79.68,93.23,high,2,no,45,84,98,100,77.51,job
923,5.76,7.43,7.95,7.65,7.2,0,0,48.88,37.57,medium,12,no,50,38,68,46,75.61,job
924,8.36,3.7,5.34,5.42,5.7,0,0,54.6,53.25,medium,8,no,34,80,68,72,75.35,none
925,8.97,8.98,6.46,6.32,7.68,0,0,94.77,54.46,low,1,no,47,69,81,97,68.74,higher study
926,7.63,8.04,7.94,8.97,8.14,2,2,92.46,62.11,high,6,no,35,69,41,63,63.78,higher study
927,8.89,6.22,6.55,6.73,7.1,0,0,60.15,44.35,medium,5,yes,37,83,60,37,70.43,job
928,6.23,8.98,8.25,6.6,7.52,0,0,35.58,66.25,high,13,no,99,89,42,78,86.69,none
929,7.1,7.22,7.02,7.58,7.23,0,0,36.26,77.44,medium,14,yes,79,52,63,39,62.92,higher study
930,6.68,5.01,9.85,3.68,6.3,0,0,52.03,66.33,high,1,yes,83,53,47,49,75.29,higher study
931,6.59,6.86,8.13,7.61,7.3,0,0,75.15,77.61,low,10,yes,93,55,56,55,80.58,job
932,5.54,7.67,6.14,5.81,6.29,0,2,72.15,37.46,high,2,no,85,64,62,54,98.53,higher study
933,9.42,9.12,7.22,7.32,8.27,0,0,75.47,91.69,medium,5,yes,81,95,59,98,93.75,higher study
934,6.42,6.91,8.12,8.32,7.44,0,0,81.06,95.92,low,9,yes,72,77,48,63,96.66,higher study
935,7.87,6.26,6.68,7.55,7.09,0,0,34.28,74.4,low,3,yes,93,100,100,57,92.8,higher study
936,8.34,6,8.39,7.83,7.64,0,0,40.05,92.05,medium,0,no,63,82,49,97,83.56,job
937,7.73,3.91,7.89,8.17,6.93,0,0,57.09,41.82,low,0,yes,60,92,46,46,94.43,higher study
938,5.39,7.35,4.04,6.08,5.72,0,2,43.38,86.43,high,2,no,88,37,57,59,82.61,higher study
939,6.44,8.51,7.76,7.71,7.6,1,1,38.06,40.99,high,7,yes,59,72,95,53,74.31,none
940,8.43,5.34,7.06,8.65,7.37,0,0,75.95,60.34,medium,10,no,75,40,90,94,74.89,job
941,7.91,7.72,7.45,6.05,7.28,0,0,87.63,54.7,high,3,no,100,82,69,39,82.62,higher study
942,7.16,9,7.79,7.22,7.79,0,0,83.43,72.24,medium,10,yes,100,48,93,76,92.38,none
943,8.02,4.25,4.5,8.78,6.39,0,0,87.74,53.21,low,0,yes,85,40,55,82,65.35,job
944,3.64,6.86,4.77,7.06,5.58,0,3,77.62,75.7,high,7,no,39,80,36,42,61.57,higher study
945,6.78,6.84,7.42,7.38,7.1,0,0,82.27,57.62,medium,9,no,43,78,69,70,91.58,none
946,7.04,4.66,5.53,8.94,6.54,0,5,51.22,90.67,high,5,no,71,52,69,49,85.9,job
947,8.75,6.48,8.09,6.6,7.48,1,1,99.53,75.47,low,0,yes,45,80,43,37,92.85,higher study
948,3.52,6.49,5.6,6.2,5.45,3,3,45.28,47.43,low,11,yes,79,86,54,65,99.07,none
949,4.03,5,7.3,3.63,4.99,0,0,47.38,55.53,high,9,yes,82,60,82,50,70.06,job
950,6.87,3.93,6.61,8.58,6.5,0,0,52.36,89.78,low,9,yes,96,38,42,74,67.77,none
951,7.41,6.86,6.64,8.61,7.38,3,7,98.35,58.9,medium,5,yes,76,93,85,78,73.64,none
952,8.67,8.38,5.77,4.7,6.88,0,0,99.22,68.9,high,0,no,93,95,81,49,95.12,higher study
953,8.12,8.72,6.02,7.42,7.57,0,1,86.26,76.48,high,14,no,62,92,93,53,60.56,none
954,5.16,8.93,6.9,7.54,7.13,4,4,75.15,56.31,low,9,no,44,94,83,75,60.42,higher study
955,6.19,6.7,8.25,8.51,7.41,4,4,67.85,52.7,medium,9,no,68,89,72,43,68.67,higher study
956,6.44,8.64,8.38,8.22,7.92,0,2,98.03,64.85,high,2,no,56,80,49,85,75.04,none
957,6.02,6.98,6.61,9.41,7.26,0,0,79.61,47.4,high,1,no,54,81,61,93,72.09,none
958,7.89,6.34,4.77,5.31,6.08,0,0,96.3,52.05,low,3,yes,70,43,39,81,93,none
959,7.34,8.61,8.88,6.8,7.91,2,2,54.22,37.17,low,1,no,61,65,94,56,87.59,none
960,6.4,7.91,5.24,9.03,7.14,2,3,55.37,53.37,medium,10,yes,91,98,39,66,93.51,job
961,8.87,6.49,7.51,6.05,7.23,0,0,90.27,54.49,medium,12,yes,86,57,99,58,75.35,higher study
962,7.59,7.29,8.75,7.44,7.77,0,0,43.05,97.44,low,4,yes,61,62,73,83,83.83,none
963,6.73,6.86,8.12,4.48,6.55,0,0,96.38,72.52,medium,3,yes,75,40,95,88,80.62,job
964,7.5,8.21,8.17,8.58,8.12,0,0,67.01,85.76,low,5,no,94,50,61,37,78.99,none
965,8.04,7.36,6.26,8.69,7.59,1,1,95.07,36.05,high,13,no,66,58,80,61,71.52,job
966,6.23,8.97,6.66,8.87,7.68,0,0,55.57,40.15,low,14,yes,88,69,42,62,88.37,higher study
967,6.82,9.51,6.03,8.64,7.75,0,0,80.97,87.58,low,6,yes,70,94,85,81,80.96,none
968,8.42,6.16,8.15,7.74,7.62,0,0,65.36,74.78,low,11,no,80,68,48,46,63.14,job
969,7.38,9.59,7.03,7.33,7.83,0,0,75,45.8,high,1,no,69,83,67,76,60.02,job
970,7.64,7.07,8.36,8.32,7.85,0,0,66.8,60.13,medium,1,no,61,89,53,42,60.81,higher study
971,7.3,7.45,7.02,8.22,7.5,0,0,97.8,69.1,medium,7,yes,43,98,93,73,63.04,none
972,4.53,5.35,8.46,4.04,5.6,1,1,79.37,89.52,medium,12,no,56,74,91,79,74.84,none
973,6.13,7.51,6.39,5.4,6.36,0,0,49.85,37.06,low,12,no,38,58,100,91,72.23,higher study
974,6.5,6.95,6.52,7.61,6.9,3,3,93.95,72.98,low,8,yes,39,67,35,89,66.27,higher study
975,7.34,8.19,7.02,9.37,7.98,0,0,52.71,81.04,medium,4,yes,75,41,83,45,80.62,higher study
976,6.63,8.62,7.23,6.26,7.18,0,1,57.9,98.52,high,6,no,80,89,47,58,98.81,job
977,6.15,8.82,7.05,8.78,7.7,0,0,39.85,87.08,high,12,yes,61,63,89,49,66.43,job
978,8.53,8.42,8.29,7.37,8.15,2,2,93.3,51.51,high,11,yes,46,54,77,84,70.02,higher study
979,8.94,8.55,6.29,7.09,7.72,0,0,52.18,80.54,high,8,yes,58,43,79,86,78.48,none
980,8.38,7.65,7.05,7.89,7.74,0,0,50.35,84.14,low,13,yes,40,66,39,85,85.63,job
981,8.56,9.36,8.51,8.02,8.61,0,1,94.66,81.89,medium,0,yes,99,37,41,100,84.01,higher study
982,6.73,8.48,6.2,6.63,7.01,0,0,86.97,87.95,high,7,no,91,56,72,57,80.85,job
983,8.88,6.91,8.83,8.51,8.28,3,3,42.46,93.55,low,9,no,99,86,77,47,89.49,job
984,6.59,4.26,8.96,5.46,6.32,1,1,84.55,39.6,low,9,no,69,38,60,55,93.84,higher study
985,8.85,7.2,6.27,6.87,7.3,0,0,94.17,40.03,low,8,no,35,51,49,64,99.96,none
986,8.98,6.95,6.87,5.81,7.15,0,0,38.27,86.36,medium,8,no,71,50,72,91,78.62,none
987,8.14,7.4,7.12,4.44,6.78,0,1,88.29,49.92,low,9,yes,47,91,34,52,99.8,job
988,8.94,6.86,3.78,6.56,6.54,0,0,69.68,36.93,medium,6,no,60,100,84,86,89.22,none
989,7.71,8.88,4.91,7.22,7.18,2,2,77.84,59.89,medium,11,no,48,89,96,35,86.29,none
990,4.51,6.94,8.33,8.19,6.99,4,4,66.03,87.93,medium,11,yes,45,73,66,86,85.59,higher study
991,6.78,9.48,7.79,4.77,7.2,0,0,79.76,41.49,medium,11,no,76,35,83,100,96.43,higher study
992,7.31,6.29,7.93,8.9,7.61,0,0,35.29,78.02,low,11,no,90,54,87,80,97.92,higher study
993,7.78,7.58,8.27,8.43,8.02,0,1,84.1,33.25,low,9,no,81,85,60,86,67.14,none
994,6.22,6.17,6.35,8.82,6.89,0,0,35.24,40.36,low,14,no,94,57,52,90,79.74,none
995,7.87,6.33,8.5,6.42,7.28,0,0,63.51,56.51,high,2,yes,77,86,61,58,97.66,higher study
996,8.94,5.16,8.12,4.41,6.66,0,0,43.12,38.61,high,12,yes,85,71,56,68,75.28,none
997,5.71,6.66,7.73,6.21,6.58,0,0,88.18,89.68,medium,12,yes,95,53,97,62,69.31,higher study
998,6.57,7.39,9.31,4.14,6.85,0,0,54.02,90.89,medium,4,yes,35,83,72,50,64.11,job
999,9.76,3.9,8.67,7.67,7.5,0,0,63.43,83.63,medium,12,no,64,72,82,82,83.89,job
1000,8.38,7.3,4.12,6.87,6.67,0,0,61.73,49.25,medium,1,no,66,93,92,89,88.01,none
1001,8.72,8.4,4.58,9.17,7.72,1,1,84.76,68.06,medium,10,no,38,72,53,36,67.82,none
1002,8.83,8.22,8.1,8.48,8.41,0,0,65.24,45.35,high,9,no,91,66,94,55,86.95,none
